,Year,State,Value,CV (%)
797,1997,Wyoming,7587000.0,
798,1996,Alabama,3520000.0,
799,1996,Arizona,16090000.0,
800,1996,Arkansas,66960000.0,
801,1996,California,51750000.0,
802,1996,Colorado,75500000.0,
803,1996,Delaware,4134000.0,
804,1996,Florida,380000.0,
805,1996,Georgia,15840000.0,
806,1996,Idaho,119200000.0,
807,1996,Illinois,41800000.0,
808,1996,Indiana,27360000.0,
809,1996,Iowa,1400000.0,
810,1996,Kansas,255200000.0,
811,1996,Kentucky,28090000.0,
812,1996,Louisiana,5590000.0,
813,1996,Maryland,11804000.0,
814,1996,Michigan,22800000.0,
815,1996,Minnesota,106582000.0,
816,1996,Mississippi,11270000.0,
817,1996,Missouri,48750000.0,
818,1996,Montana,174980000.0,
819,1996,Nebraska,73500000.0,
820,1996,Nevada,1650000.0,
821,1996,New Jersey,1748000.0,
822,1996,New Mexico,4070000.0,
823,1996,New York,6450000.0,
824,1996,North Carolina,25960000.0,
825,1996,North Dakota,395130000.0,
826,1996,Ohio,51870000.0,
827,1996,Oklahoma,93100000.0,
828,1996,Oregon,65085000.0,
829,1996,Pennsylvania,9120000.0,
830,1996,South Carolina,12150000.0,
831,1996,South Dakota,139270000.0,
832,1996,Tennessee,16720000.0,
833,1996,Texas,75400000.0,
834,1996,Utah,7455000.0,
835,1996,Virginia,14575000.0,
836,1996,Washington,182670000.0,
837,1996,West Virginia,495000.0,
838,1996,Wisconsin,5940000.0,
839,1996,Wyoming,6030000.0,
840,1995,Alabama,2880000.0,
841,1995,Arizona,10354000.0,
842,1995,Arkansas,47000000.0,
843,1995,California,32725000.0,
844,1995,Colorado,105260000.0,
845,1995,Delaware,4352000.0,
846,1995,Florida,384000.0,
847,1995,Georgia,11400000.0,
848,1995,Idaho,103320000.0,
849,1995,Illinois,68110000.0,
850,1995,Indiana,39600000.0,
851,1995,Iowa,1225000.0,
852,1995,Kansas,286000000.0,
853,1995,Kentucky,24380000.0,
854,1995,Louisiana,2880000.0,
855,1995,Maryland,14400000.0,
856,1995,Michigan,37200000.0,
857,1995,Minnesota,71849000.0,
858,1995,Mississippi,6270000.0,
859,1995,Missouri,47970000.0,
860,1995,Montana,195750000.0,
861,1995,Nebraska,86100000.0,
862,1995,Nevada,850000.0,
863,1995,New Jersey,1824000.0,
864,1995,New Mexico,3300000.0,
865,1995,New York,6875000.0,
866,1995,North Carolina,28160000.0,
867,1995,North Dakota,300300000.0,
868,1995,Ohio,73810000.0,
869,1995,Oklahoma,109200000.0,
870,1995,Oregon,60920000.0,
871,1995,Pennsylvania,10175000.0,
872,1995,South Carolina,8960000.0,
873,1995,South Dakota,90736000.0,
874,1995,Tennessee,15980000.0,
875,1995,Texas,75600000.0,
876,1995,Utah,8585000.0,
877,1995,Virginia,17600000.0,
878,1995,Washington,153770000.0,
879,1995,West Virginia,624000.0,
880,1995,Wisconsin,8070000.0,
881,1995,Wyoming,7960000.0,
