,State,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
30,AL,1981,3.50444444444,16.5715873016,15.1238095238,8.10841269841,9.78753968254,8.50841269841,10.2042063492,11.560952381,5.05761904762,8.24349206349,4.44507936508,15.6295238095
31,AL,1982,17.091984127,19.6269047619,7.39317460317,19.935952381,7.6396031746,12.7936507937,15.2377777778,9.05547619048,4.75349206349,7.64444444444,14.7207936508,21.0904761905
32,AL,1983,10.9738888889,19.8380952381,19.4284920635,23.6382539683,17.6098412698,14.5667460317,5.14333333333,7.5573015873,11.5671428571,6.63095238095,19.6866666667,24.3421428571
33,AL,1984,10.5373015873,10.4129365079,12.4142063492,14.0597619048,15.3392857143,5.975,14.5698412698,14.258015873,1.61452380952,13.4456349206,10.0007936508,7.03182539683
34,AL,1985,10.0974603175,16.6288095238,6.18603174603,7.54714285714,11.46,9.9230952381,18.3412698413,12.1694444444,7.40801587302,14.5557936508,7.32523809524,8.63603174603
35,AL,1986,5.25825396825,9.0996031746,10.7336507937,1.80071428571,12.773015873,6.64349206349,9.78333333333,11.3432539683,9.48111111111,11.1080952381,22.6688095238,9.1830952381
36,AL,1987,16.2473015873,18.5511904762,12.7073015873,2.51857142857,11.3096031746,14.9483333333,7.92626984127,9.1819047619,7.53515873016,1.65738095238,9.96333333333,10.1266666667
37,AL,1988,13.9503174603,9.70373015873,9.52095238095,10.3157936508,4.67198412698,2.89444444444,16.7234920635,8.88761904762,23.3268253968,8.1353968254,14.2535714286,7.55333333333
38,AL,1989,11.9073809524,11.1818253968,16.4534920635,10.8278571429,11.0635714286,27.4953968254,19.8638095238,6.4780952381,12.9831746032,7.32888888889,15.2711111111,14.1120634921
39,AL,1990,21.8765079365,22.7194444444,22.4057142857,8.47023809524,12.5441269841,7.48547619048,10.085,4.83333333333,4.82095238095,6.85047619048,7.89714285714,16.443968254
40,AL,1991,17.3450793651,13.3061111111,17.4943650794,17.8608730159,23.8215873016,12.4579365079,10.8567460317,10.1536507937,8.34301587302,2.1873015873,11.1388095238,13.6219047619
41,AL,1992,14.5846031746,15.1077777778,9.67468253968,7.55753968254,4.74452380952,13.4233333333,15.2856349206,14.9335714286,9.54865079365,6.55785714286,23.5728571429,14.7947619048
42,AL,1993,16.5951587302,9.3853968254,16.3842857143,8.19738095238,10.0326190476,8.44492063492,7.05158730159,12.2004761905,9.62888888889,9.05293650794,9.72849206349,10.6993650794
43,AL,1994,13.6677777778,13.1515079365,18.7396031746,11.0748412698,8.01571428571,17.3280952381,22.4845238095,7.83880952381,9.64404761905,12.539047619,9.24984126984,9.56896825397
44,AL,1995,12.0653174603,15.3657936508,13.6592063492,12.7336507937,8.34341269841,8.97698412698,9.63119047619,11.6376190476,8.70714285714,23.7534920635,15.4554761905,12.4888888889
45,AL,1996,19.8121428571,10.1526190476,21.9174603175,11.3353174603,6.77722222222,8.55253968254,18.3157142857,11.5057936508,14.398968254,5.92015873016,8.98912698413,12.2983333333
46,AL,1997,16.7937301587,15.8301587302,9.79666666667,14.9347619048,13.9423809524,19.8851587302,13.7182539683,6.97833333333,8.69682539683,12.6032539683,14.0102380952,12.1263492063
47,AL,1998,21.1187301587,18.7684126984,15.0031746032,14.0014285714,6.32380952381,8.46277777778,15.9934920635,8.72992063492,19.0620634921,3.5080952381,8.82904761905,11.4725396825
48,AL,1999,20.2342857143,6.70698412698,14.3985714286,6.74738095238,10.4663492063,21.4782539683,11.3976984127,4.84650793651,4.85452380952,8.34952380952,6.87015873016,8.39142857143
49,AL,2000,12.5688095238,5.14587301587,13.4474603175,13.2823015873,3.66936507937,9.5919047619,5.49071428571,5.59103174603,8.0476984127,2.1146031746,20.1684126984,9.95071428571
50,AL,2001,12.139047619,10.6858730159,25.3100793651,9.97428571429,10.843015873,17.6349206349,10.1105555556,14.2432539683,12.4022222222,8.31436507937,9.21920634921,10.9563492063
51,AL,2002,13.4329365079,7.51412698413,14.7836507937,5.21349206349,11.1931746032,9.59904761905,14.1513492063,7.95333333333,19.271984127,13.5902380952,12.4756349206,16.6838095238
52,AL,2003,6.31841269841,17.0763492063,11.6328571429,15.9596031746,23.3814285714,20.1138888889,19.6630952381,14.281031746,8.89873015873,4.1203968254,11.7866666667,8.58238095238
53,AL,2004,8.64603174603,18.2392063492,6.0996031746,8.60571428571,10.7499206349,18.0965873016,11.5302380952,10.6792857143,17.5971428571,9.30015873016,22.0023015873,12.0892857143
54,AL,2005,7.22293650794,12.6530952381,15.5914285714,19.016984127,8.02611111111,15.7542063492,23.7376984127,14.635952381,8.15611111111,1.63166666667,9.29928571429,10.3264285714
55,AL,2006,13.723015873,13.2592063492,8.25992063492,8.3869047619,10.9235714286,5.25404761905,8.275,9.39992063492,9.49785714286,13.1272222222,12.2879365079,10.1903174603
56,AL,2007,10.8144444444,7.02587301587,3.9053968254,9.43674603175,2.00785714286,6.71412698413,13.1162698413,7.06428571429,7.87841269841,9.25650793651,7.11992063492,10.6363492063
57,AL,2008,10.9157142857,15.3258730159,10.4738095238,11.5307936508,12.3084126984,6.78222222222,10.4670634921,22.5992063492,4.27841269841,7.34317460317,7.75119047619,17.5173809524
58,AL,2009,11.860952381,10.6056349206,22.1993650794,10.8376190476,21.6591269841,6.92111111111,14.7791269841,14.2403968254,20.7551587302,18.3326984127,11.4696031746,25.721984127
59,AL,2010,15.5698412698,10.5372222222,13.3925396825,7.67174603175,16.546031746,8.8773015873,8.87595238095,12.5906349206,4.00658730159,7.33817460317,12.4353174603,5.39015873016
60,AR,1981,2.78165467626,8.61870503597,10.1750359712,6.92467625899,19.6676258993,13.9952517986,12.0054676259,9.39338129496,4.62899280576,14.8090647482,5.67474820144,2.37201438849
61,AR,1982,15.0075539568,7.20525179856,5.50374100719,13.2448201439,13.0283453237,15.685323741,7.54532374101,9.03726618705,3.05273381295,9.5735971223,18.4071223022,31.4975539568
62,AR,1983,2.99,8.40302158273,7.81525179856,14.1910071942,19.1228057554,9.88510791367,7.32374100719,3.88582733813,4.48179856115,8.08230215827,14.7332374101,15.421942446
63,AR,1984,3.95798561151,11.4439568345,13.9863309353,9.56129496403,18.1534532374,5.20431654676,9.27345323741,10.9417266187,10.9398561151,33.338705036,15.8448201439,12.4341007194
64,AR,1985,7.38338129496,10.3356834532,14.8583453237,14.3725179856,8.71690647482,8.53863309353,7.12482014388,8.02057553957,8.79949640288,14.3449640288,16.5292086331,8.21820143885
65,AR,1986,1.13417266187,8.23179856115,6.73489208633,17.5567625899,11.6623741007,15.4583453237,3.31086330935,10.8182733813,8.74446043165,13.0941726619,13.7682733813,8.06165467626
66,AR,1987,6.21251798561,16.1027338129,9.98517985612,3.09035971223,13.2235251799,8.57323741007,7.88856115108,7.10302158273,8.8371942446,6.44223021583,22.1041726619,26.1186330935
67,AR,1988,6.41503597122,7.55086330935,13.3071223022,9.42273381295,4.46762589928,3.58712230216,13.6723741007,7.09625899281,8.8418705036,9.77690647482,23.4524460432,8.80489208633
68,AR,1989,11.0710071942,21.691942446,15.2610791367,5.22647482014,16.7396402878,16.9333093525,17.2774820144,4.71791366906,8.93237410072,3.27287769784,3.95100719424,4.27158273381
69,AR,1990,15.8762589928,17.078705036,22.6374100719,16.4825899281,25.8253956835,6.6626618705,6.95438848921,5.85115107914,10.6814388489,16.5249640288,9.44676258993,18.5389928058
70,AR,1991,11.5784892086,8.72136690647,9.19503597122,29.1250359712,14.2125899281,7.21208633094,8.85316546763,8.66107913669,9.24273381295,18.8723021583,13.7835971223,15.5302877698
71,AR,1992,6.20654676259,8.19287769784,13.2283453237,6.95251798561,9.14892086331,17.6417266187,13.1210071942,6.47539568345,12.1279856115,3.70417266187,13.8770503597,12.8743165468
72,AR,1993,12.2312230216,7.92460431655,8.42035971223,15.3907913669,13.235323741,10.4041726619,3.90129496403,9.11122302158,13.4105755396,15.1122302158,13.6673381295,12.250647482
73,AR,1994,13.7820143885,9.69597122302,13.1897841727,11.1273381295,10.5015827338,9.71395683453,16.4356834532,7.83618705036,5.76877697842,9.43402877698,19.2143884892,11.8189928058
74,AR,1995,12.8284172662,5.07568345324,8.47201438849,15.5544604317,13.0025899281,9.41100719424,10.2577697842,2.93237410072,7.23467625899,6.26345323741,7.05136690647,10.5651079137
75,AR,1996,7.37057553957,3.91273381295,8.82237410072,11.8111510791,10.5956115108,10.8354676259,13.7926618705,7.94697841727,15.1650359712,10.3447482014,23.7268345324,8.50676258993
76,AR,1997,6.83258992806,15.3289208633,15.2029496403,18.8595683453,9.43158273381,13.1876978417,4.95165467626,7.4964028777,7.27942446043,11.9887769784,8.9426618705,10.4305035971
77,AR,1998,16.210647482,12.2361151079,15.0171942446,8.0381294964,9.57870503597,5.20705035971,8.36956834532,7.93676258993,11.1773381295,13.8475539568,7.75985611511,11.2968345324
78,AR,1999,16.8948201439,3.49755395683,13.4954676259,14.6823741007,12.2705755396,13.4846043165,4.72366906475,3.04064748201,4.91647482014,8.34374100719,4.71561151079,12.8079136691
79,AR,2000,6.41669064748,6.6671942446,10.1884172662,8.5045323741,16.8376978417,18.5502158273,4.17395683453,1.07294964029,7.62107913669,4.79438848921,23.2727338129,9.35625899281
80,AR,2001,8.63201438849,20.4917266187,9.25784172662,5.77604316547,14.4923021583,7.93568345324,6.78021582734,7.00402877698,9.89870503597,13.8889208633,13.7824460432,20.4555395683
81,AR,2002,10.2170503597,6.9864028777,24.1088489209,9.22388489209,15.1914388489,6.13007194245,10.2676258993,8.08043165468,6.81589928058,11.1443884892,5.24690647482,18.4696402878
82,AR,2003,1.6518705036,14.7038848921,5.08683453237,6.5164028777,16.62,14.546618705,8.80827338129,7.66251798561,9.29517985612,6.0871942446,13.9292086331,7.84064748201
83,AR,2004,8.12374100719,9.80007194245,11.0977697842,15.8426618705,12.2682014388,14.7641007194,12.2982014388,6.75474820144,1.02100719424,21.4461151079,22.2115827338,7.56136690647
84,AR,2005,13.9484172662,7.09517985612,8.97971223022,9.9826618705,5.47877697842,5.27762589928,9.93712230216,7.3873381295,12.184676259,0.841294964029,8.41330935252,1.80474820144
85,AR,2006,11.330647482,5.77676258993,13.3318705036,12.3153956835,9.8518705036,6.67,6.60158273381,9.3554676259,10.9764028777,12.1171942446,13.0079856115,14.8861151079
86,AR,2007,17.6679856115,6.15007194245,4.32410071942,10.9370503597,9.83676258993,9.77438848921,14.3517266187,2.45589928058,11.8726618705,13.0930215827,5.02489208633,14.8579136691
87,AR,2008,4.17741007194,11.9494964029,24.5568345324,21.3532374101,11.5914388489,11.128705036,7.12014388489,18.4435971223,20.2533093525,9.46143884892,5.90870503597,10.5007194245
88,AR,2009,7.27964028777,6.80611510791,13.1669064748,13.2539568345,28.7147482014,6.28503597122,18.4776258993,9.14287769784,22.6097841727,34.7118705036,4.16438848921,17.1728057554
89,AR,2010,9.77050359712,8.91985611511,7.88913669065,7.78992805755,15.7033093525,7.19561151079,11.031294964,4.04884892086,9.23071942446,3.53633093525,10.4622302158,4.31201438849
90,AS,1981,39.505,36.8,86.03,58.27,32.24,30.06,43.96,39.985,20.6,55.13,48.615,64.195
91,AS,1982,36.735,86.645,25.805,15.34,26.805,19.49,24.84,67.36,28.755,37.66,27.9,11.58
92,AS,1983,28.75,30.22,22.94,27.14,10.27,12.035,6.535,11.62,27.055,43.12,29.46,52.795
93,AS,1984,29.175,27.9,65.495,22.095,20.665,25.9,8.6,22.355,21.31,52.21,34.2,83.175
94,AS,1985,47.23,25.9,22.745,65.77,27.64,39.945,22.12,23.29,38.625,40.255,31.475,16.235
95,AS,1986,74.465,33.095,22.73,59.385,40.73,22.915,30.545,21.37,54.285,34.975,32.75,70.265
96,AS,1987,47.38,57.31,32.595,28.095,22.6,19.055,15.13,25.485,5.01,18.27,16.355,51.895
97,AS,1988,27.285,35.835,40.745,35.44,33.885,21.91,31.35,17.805,27.575,34.93,50.275,75.555
98,AS,1989,50.95,47.7,26.78,44.22,27.9,22.295,32.965,1.42,5.655,37.335,54.61,36.59
99,AS,1990,35.93,62.915,29.02,39.125,12.645,26.005,17.205,10.815,17.73,39.5,36.91,29.47
100,AS,1991,39.87,67.08,19.32,26.175,37.98,26.63,36.515,15.02,13.825,38.69,36.105,70.125
101,AS,1992,41.805,44.865,50.52,89.445,45.07,12.395,19.395,33.555,23.65,28.835,66.43,34.745
102,AS,1993,55.375,26.955,53.565,41.065,40.42,23.765,22.48,35.58,34.37,42.815,31.62,40.715
103,AS,1994,29.225,23.45,31.975,70.5,58.34,18.525,48.215,46.675,34.225,65.905,71.13,62.125
104,AS,1995,45.315,52.98,37.635,36.215,35.945,21.815,27.355,49.96,39.975,28.37,47.515,9.71
105,AS,1996,33.92,39.445,39.035,27.455,32.385,16.15,9.73,6.875,41.275,77.7,25.475,35.1
106,AS,1997,70.55,28.93,34.04,30.755,32.62,17.88,12.21,43.12,31.495,17.965,21.475,33.115
107,AS,1998,40.48,17.035,31.87,6.85,12.535,17.095,11.83,10.24,32.185,28.095,19.28,34.215
108,AS,1999,34.385,31.23,15.405,19.27,85.335,24.27,13.685,23.545,45.615,34.55,36.93,40.29
109,AS,2000,39.285,44.475,57.515,18.79,43.56,28.065,13.465,15.235,27.355,40.91,33.31,34.06
110,AS,2001,22.675,44.825,48.295,23.91,20.675,20.405,17.7,14.63,30.595,37.48,33.94,56.23
111,AS,2002,26.455,24.45,49.095,59.58,49.85,30.775,38.32,24.175,14.605,55.41,48.21,26.71
112,AS,2003,25.055,38.955,41.54,36.15,69.81,27.51,42.02,30.96,21.26,28.42,73.015,57.645
113,AS,2004,47.57,52.47,61.235,40.555,26.33,23.21,35.545,14.405,23.585,51.71,38.055,55.735
114,AS,2005,77.615,43.105,39.935,42.73,30.765,40.5,20.025,43.82,46.255,25.37,42.66,68.705
115,AS,2006,71.015,94.195,24.8,17.28,26.49,18.07,24.51,31.115,46.55,33.52,45.25,62.485
116,AS,2007,73.37,35.56,58.45,20.16,50.805,19.095,18.485,17.02,50.28,45.455,50.145,28.65
117,AS,2008,59.875,20.285,32.36,33.975,55.105,39.635,14.695,11.755,20.025,13.795,33.345,54.405
118,AS,2009,32.405,23.295,26.99,33.885,58.925,15.19,32.615,34.87,35.22,25.545,59.36,75.745
119,AS,2010,74.43,55.005,16.955,28.39,29.72,40.275,39.875,23.0,29.855,34.375,30.125,34.92
120,AZ,1981,2.05572254335,2.16658959538,5.00352601156,1.29063583815,1.46069364162,1.33265895954,5.98156069364,3.99693641618,3.21919075145,2.74768786127,3.19410404624,0.096936416185
121,AZ,1982,4.39283236994,3.1412716763,4.7387283237,0.46323699422,2.10924855491,0.104913294798,4.01878612717,7.35398843931,3.78554913295,0.27774566474,5.48687861272,6.72202312139
122,AZ,1983,3.58994219653,3.98572254335,7.74427745665,1.56092485549,0.204393063584,0.139537572254,5.07410404624,7.73526011561,9.38716763006,5.38427745665,2.90699421965,3.63815028902
123,AZ,1984,1.47546511628,0.0986046511628,0.673604651163,1.65087209302,0.456279069767,1.52226744186,9.16854651163,8.01029069767,4.92819767442,2.99703488372,2.37680232558,9.18447674419
124,AZ,1985,4.04514450867,2.76953757225,2.42710982659,2.51572254335,0.28225433526,0.338612716763,5.41057803468,3.06543352601,5.33583815029,4.00202312139,5.99098265896,1.10936416185
125,AZ,1986,0.584393063584,3.64271676301,4.55052023121,0.844624277457,0.716242774566,1.27069364162,5.87208092486,7.11393063584,2.97121387283,3.02023121387,2.83520231214,4.05583815029
126,AZ,1987,2.89075144509,4.4187283237,1.73005780347,1.25242774566,1.49410404624,0.862196531792,3.51664739884,6.01208092486,2.2223699422,3.56815028902,3.65294797688,4.10208092486
127,AZ,1988,3.22906976744,2.09139534884,0.403895348837,5.16424418605,0.173488372093,1.35558139535,5.05674418605,9.5113372093,1.41720930233,3.28395348837,1.80546511628,0.94011627907
128,AZ,1989,3.87427745665,0.81387283237,2.38040462428,0.0314450867052,0.595895953757,0.089710982659,4.51936416185,4.30942196532,0.826647398844,2.84086705202,0.206705202312,1.14265895954
129,AZ,1990,2.48208092486,2.79867052023,2.02219653179,1.67624277457,0.790404624277,0.70901734104,8.41138728324,6.49826589595,5.67664739884,1.20809248555,2.17213872832,3.88543352601
130,AZ,1991,2.96477011494,2.68683908046,8.27856321839,0.0342528735632,0.120977011494,0.745862068966,2.72936781609,4.61706896552,2.87718390805,1.75701149425,3.35137931034,5.58465517241
131,AZ,1992,3.89971264368,4.79896551724,7.51689655172,1.13045977011,5.37781609195,0.595804597701,5.05574712644,9.54781609195,1.22137931034,2.05620689655,0.398390804598,9.07275862069
132,AZ,1993,14.5329714286,7.77771428571,3.07651428571,0.106171428571,1.0484,0.241371428571,1.31748571429,8.24354285714,1.08428571429,3.10291428571,4.6788,0.788228571429
133,AZ,1994,0.579195402299,3.36120689655,3.2916091954,1.53379310345,1.55459770115,0.660632183908,2.67557471264,4.2274137931,3.85270114943,2.23074712644,3.94666666667,6.05994252874
134,AZ,1995,6.00189655172,3.9124137931,3.57672413793,1.54701149425,0.788908045977,0.211954022989,1.73965517241,5.92068965517,3.55908045977,0.333735632184,1.60879310345,0.701781609195
135,AZ,1996,0.408779069767,2.89308139535,1.0151744186,0.173430232558,0.111337209302,0.866395348837,5.40674418605,4.27261627907,4.97034883721,2.16645348837,1.76406976744,0.299360465116
136,AZ,1997,5.02456140351,2.66099415205,0.350350877193,1.82385964912,1.10830409357,0.580935672515,2.06333333333,6.05046783626,5.29619883041,1.70187134503,1.46526315789,5.36602339181
137,AZ,1998,1.36144508671,8.23439306358,5.15566473988,1.56774566474,0.497398843931,0.132947976879,6.42832369942,4.42265895954,3.68439306358,2.89144508671,2.20664739884,1.05606936416
138,AZ,1999,0.316551724138,0.81632183908,0.567643678161,3.55862068966,0.286206896552,0.806379310345,9.27459770115,6.60155172414,4.91431034483,0.0248850574713,0.022816091954,0.072183908046
139,AZ,2000,0.540747126437,1.36477011494,4.35,0.226149425287,0.0354022988506,3.21235632184,1.64545977011,6.65183908046,0.51316091954,10.8998275862,2.4724137931,0.267011494253
140,AZ,2001,4.51735632184,2.42436781609,2.52913793103,2.75482758621,0.984655172414,0.750804597701,4.55471264368,5.18747126437,1.17120689655,1.26459770115,0.639252873563,2.12068965517
141,AZ,2002,0.530459770115,0.38724137931,0.585689655172,0.458735632184,0.0102873563218,0.0166666666667,4.0274137931,3.03011494253,4.74965517241,1.63264367816,1.55643678161,2.02810344828
142,AZ,2003,0.789310344828,6.38545977011,2.64362068966,0.64132183908,0.234482758621,0.145057471264,3.72729885057,5.23022988506,2.58764367816,1.11936781609,2.92913793103,1.26264367816
143,AZ,2004,2.06977272727,2.83125,2.28994318182,3.56369318182,0.0189772727273,0.245170454545,3.39596590909,4.15215909091,3.88522727273,4.48278409091,3.81323863636,4.66107954545
144,AZ,2005,7.51784090909,8.4875,2.18255681818,1.61352272727,0.690113636364,0.441477272727,3.27852272727,6.61880681818,1.22835227273,2.016875,0.163693181818,0.132272727273
145,AZ,2006,0.284147727273,0.138863636364,3.73676136364,0.599261363636,0.139034090909,0.996420454545,7.11045454545,6.22613636364,3.76721590909,2.97568181818,0.158806818182,0.9925
146,AZ,2007,2.21079545455,1.47522727273,2.07153409091,0.652556818182,0.611590909091,0.332159090909,6.59795454545,5.18238636364,2.585,0.409602272727,1.63585227273,6.13073863636
147,AZ,2008,5.0304,2.99462857143,0.227428571429,0.0414285714286,1.72594285714,0.500571428571,7.29497142857,6.46685714286,1.85102857143,0.662171428571,2.23822857143,4.95497142857
148,AZ,2009,1.26788571429,2.62217142857,0.4248,0.820857142857,1.67628571429,0.978285714286,3.2136,2.5004,2.02228571429,0.485828571429,0.531257142857,3.07114285714
149,AZ,2010,9.774,3.92502857143,2.75805714286,0.7136,0.119542857143,0.172,6.05485714286,5.09771428571,1.56702857143,3.35942857143,0.6244,4.35074285714
150,CA,1981,12.0652736318,5.55315920398,11.2001741294,2.21514925373,1.80189054726,0.145572139303,0.0437810945274,0.151393034826,1.09631840796,5.90517412935,14.9914925373,11.812238806
151,CA,1982,13.6691161616,7.78292929293,16.5987626263,9.68651515152,0.435631313131,1.40292929293,0.35845959596,0.481818181818,3.84547979798,6.56691919192,14.4856313131,11.6642171717
152,CA,1983,16.644079602,18.4276119403,25.3278855721,9.35388059701,1.26009950249,0.513009950249,0.268109452736,3.08435323383,2.68328358209,3.27223880597,17.4957960199,18.04960199
153,CA,1984,0.816153846154,5.16838709677,4.07277915633,2.89101736973,0.85158808933,1.0170471464,1.07960297767,1.05801488834,0.630769230769,4.04220843672,15.1701736973,8.20533498759
154,CA,1985,2.24776942356,5.22857142857,7.85395989975,0.644511278195,0.448496240602,0.494260651629,0.485764411028,0.14634085213,2.4037593985,2.79739348371,11.378320802,5.32927318296
155,CA,1986,10.0458312655,25.2050620347,13.6440942928,2.45543424318,1.50781637717,0.136203473945,0.377071960298,0.172034739454,4.58667493797,1.46905707196,1.93253101737,3.49397022333
156,CA,1987,7.86251851852,8.07291358025,8.91419753086,0.962938271605,1.10133333333,0.371012345679,0.414790123457,0.110617283951,0.200592592593,4.10439506173,5.65328395062,12.6658024691
157,CA,1988,9.88208955224,2.4355721393,1.55027363184,6.59402985075,2.08858208955,1.24325870647,0.169054726368,0.475547263682,0.220124378109,0.281044776119,10.0860199005,9.21358208955
158,CA,1989,3.55668316832,4.63353960396,13.2300990099,2.06007425743,1.39262376238,0.603242574257,0.0678465346535,0.530915841584,3.78101485149,5.00648514851,2.91992574257,0.284405940594
159,CA,1990,9.8917866005,7.01861042184,3.25285359801,2.08828784119,6.22563275434,0.453622828784,0.433200992556,0.653498759305,0.723200992556,0.995334987593,1.80583126551,2.36980148883
160,CA,1991,2.67007425743,6.75108910891,25.2262376238,1.61386138614,1.7603960396,0.852103960396,0.51400990099,0.47797029703,0.385420792079,3.69707920792,2.33603960396,7.02742574257
161,CA,1992,5.63146401985,18.076674938,10.5845905707,2.12784119107,0.436526054591,1.63771712159,0.838436724566,0.460694789082,0.110496277916,5.39384615385,1.192382134,17.3562282878
162,CA,1993,27.183382716,16.8858271605,8.16990123457,3.14086419753,3.25471604938,2.64656790123,0.0604691358025,0.354888888889,0.0516543209877,1.91409876543,4.22407407407,6.5117037037
